SpeciesAccepted,Kingdom.x,Phylum.x,Class,Order,Family,Genus,YearofDiscovery,YearGBIF,YearSACs,AntarcticRecordSource,expertAssignedBiogeography,autoGBIFBiogeogrClassAssign,expertAssignLifeform,Raunkieran,Hutchinsonian,Darwinean,Wallacean,Eltonian
Fragilaria vaucheriae,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,1844,,1844,Jones V. J. Juggins S. & Ellis-Evans J. C. (1993). The relationship between water chemistry and surface sediment diatom assemblages in Maritime Antarctic lakes. Antarctic Science 5 339-348.,Global,UncertainAntartic,Free-living,0,0,1,0,1
Fusarium acuminatum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,1895,,1895,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,0,1
Fusarium lateritium,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,1817,2006,2006,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,1,1
Fuscopannaria praetermissa,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Fuscopannaria,1994,1983,1983,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Fusidium griseum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusidium,1809,2013,2013,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,1,1
Galerina sideroides,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,1935,,1935,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Glaciopsyllus antarcticus,Animalia,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Glaciopsyllus,1962,1968,1962,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Parasite,0,0,0,1,1
Gliomastix cerealis,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,1968,,1968,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Gondwania sublobulata,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Gondwania,2014,,2014,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic and Sudamerican,Cosmopolitan,Symbiont,0,0,0,1,1
Gymnascella citrina,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnascella,1977,,1977,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Gymnophallus deliciosus,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Gymnophallidae,Gymnophallus,1893,,1893,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Parasite,0,0,1,0,1
Haematomma erythromma,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Haematommataceae,Haematomma,1917,1968,1968,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Haemogamasus pontiger,Animalia,Arthropoda,Arachnida,Acarina,Haemogamasidae,Haemogamasus,1903,1905,1905,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,0,0,0,1,1
Haffneria grandis,Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Haffneria,1880,1953,1953,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Parasite,0,0,1,1,1
Halarachne miroungae,Animalia,Arthropoda,Arachnida,Acarina,Laelapidae,Halarachne,1962,1961,1962,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,1,0,1
Halipeurus heraldicus,Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Halipeurus,1960,,1960,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Parasite,0,0,1,0,1
Halipeurus procellariae,Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Halipeurus,1775,,1775,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Parasite,0,0,1,0,1
Halomonhystera disjuncta,Animalia,Nematoda,Chromadorea,Monhysterida,Monhysteridae,Halomonhystera,1865,1970,1970,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,0,0,1,1,1
Halteria grandinella,SAR/Protist,Ciliophora,Oligotrichea,Halteriida,Halteriidae,Halteria,1773,1970,1970,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,Cosmopolitan,Unclassified,0,0,1,1,1
Hantzschia virgata,SAR/Protist,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Hantzschia,1858,1992,1992,Sabbe K. Verleyen E. Hodgson D. A. Vanhoutte K. & Vyverman W. (2003). Benthic diatom flora of freshwater and saline lakes in the Larsemann Hills and Rauer Islands East Antarctica. Antarctic Science 15 227-248,Global,Cosmopolitan,Free-living,0,0,0,1,1
Harposporium helicoides,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Harposporium,1941,,1941,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Harposporium lilliputanum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Harposporium,1952,,1952,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,0,0,1
Harposporium oxycoracum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Harposporium,1941,,1941,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,0,0,1
Harrisoniella ferox,Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Harrisoniella,1867,,1867,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Parasite,0,0,1,0,1
Harrisoniella hopkinsi,Animalia,Arthropoda,Insecta,Psocodea,Philopteridae,Harrisoniella,1952,,1952,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Parasite,0,0,1,1,1
Helicotylenchus dihystera,Animalia,Nematoda,Chromadorea,Rhabditida,Hoplolaimidae,Helicotylenchus,1893,,1893,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Free-living,0,0,1,0,1
Helicotylenchus exallus,Animalia,Nematoda,Chromadorea,Rhabditida,Hoplolaimidae,Helicotylenchus,1966,,1966,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Free-living,0,0,0,0,1
Heteromita globosa,SAR/Protist,incerta,incerta,incerta,incerta,Heteromita,,,,Adams B.J. (2006). Diversity and distribution of Victoria Land biota. Soil Biology & Biochemistry. 38 (10): 3003–3018.,Unclassified,UncertainGlobally,Unclassified,0,0,1,0,1
Himantormia lugubris,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Himantormia,1964,1980,1980,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Huea flava,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Huea,1994,1940,1994,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,1,1
Humicola alopallonella,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,1960,,1960,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Humicola marvinii,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,1997,,1997,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,0,0,1
Huneckia pollinii,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Huneckia,1866,,1866,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,1,1,1
Hydropunctaria maura,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Hydropunctaria,2009,,2009,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Hypomyces chrysospermus,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,1860,,1860,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Immersaria athroocarpa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Porpidiaceae,Immersaria,1989,1963,1963,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Iodophanus testaceus,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,1967,1977,1977,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,1,1
Issatchenkia orientalis,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Issatchenkia,1965,,1965,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Japewia tornoensis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Bacidiaceae,Japewia,1990,1973,1973,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Kellicottia longispina,Animalia,Rotifera,Monogononta,Ploima,Brachionidae,Kellicottia,1879,,1879,Garlasché G Karimullah K Iakovenko N Velasco-Castrillón A Janko K Guidetti R Rebecchi L Cecchetto M Schiaparelli S Jersabek C De Smet W Fontaneto D (2019) A data set on the distribution of Rotifera in Antarctica. Biogeographia – The Journal of Integrative Biogeography 35.,Unclassified,Cosmopolitan,Free-living,0,0,1,1,1
Keratella cochlearis,Animalia,Rotifera,Monogononta,Ploima,Brachionidae,Keratella,1851,,1851,Garlasché G Karimullah K Iakovenko N Velasco-Castrillón A Janko K Guidetti R Rebecchi L Cecchetto M Schiaparelli S Jersabek C De Smet W Fontaneto D (2019) A data set on the distribution of Rotifera in Antarctica. Biogeographia – The Journal of Integrative Biogeography 35.,Unclassified,Cosmopolitan,Free-living,0,0,1,1,1
Keratella quadrata,Animalia,Rotifera,Monogononta,Ploima,Brachionidae,Keratella,1786,,1786,Garlasché G Karimullah K Iakovenko N Velasco-Castrillón A Janko K Guidetti R Rebecchi L Cecchetto M Schiaparelli S Jersabek C De Smet W Fontaneto D (2019) A data set on the distribution of Rotifera in Antarctica. Biogeographia – The Journal of Integrative Biogeography 35.,Unclassified,Cosmopolitan,Free-living,0,0,1,1,1
Kirchneriella obesa,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Chlorellaceae,Kirchneriella,1984,,1984,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,1,0,1
Lagenidium giganteum,SAR/Protist,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Lagenidium,2015,,2015,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Lamprospora miniata,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lamprospora,1864,,1864,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Lamprospora retispora,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lamprospora,1986,,1986,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Lecania fuscella,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Bacidiaceae,Lecania,1853,,1853,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,1,0,1
Lecania nylanderiana,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Bacidiaceae,Lecania,1856,1992,1992,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Lecania subfuscula,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Bacidiaceae,Lecania,1996,1981,1981,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,0,1
Lecanicillium psalliotae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,2001,,2001,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,1
Lecanora atromarginata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1996,1989,1989,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,1,1,1
Lecanora dancoensis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1903,1974,1974,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Cosmopolitan,Symbiont,0,0,0,1,1
Lecanora epibryon,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1810,1973,1973,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,1,1,1
Lecanora flotoviana,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1819,,1819,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,0,1,1
Lecanora frustulosa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1810,2011,2011,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,1,1,1
Lecanora fuscobrunnea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1938,1957,1957,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,1
Lecanora geophila,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1986,1995,1995,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Cosmopolitan,Symbiont,0,0,0,1,1
Lecanora handelii,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1909,,1909,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,UncertainAntartic,Symbiont,0,0,0,0,1
Lecanora intricata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1801,1967,1967,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,1,1,1
Lecanora orosthea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1810,1996,1996,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,1,1,1
Lecanora physciella,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1984,1958,1958,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Cosmopolitan,Symbiont,0,0,1,1,1
Lecanora polytropa,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,1845,1990,1990,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Global,Cosmopolitan,Symbiont,0,0,1,1,1
